;0;1
S2;1.526559601222923;1.0
S3;1.7356996193377048;0.9677922424373289
S5;1.8011283517979753;0.7257091714689461
S6;1.8561090917563436;0.7704214712088389
S7;1.6703585276533237;1.0
S10;1.7576921061217554;0.7658425996155513
S11;2.5363519552398084;0.8818816810282579
S13;1.6107093826752363;1.0
S14;0.8283129638831387;1.0
S15;1.569731462543977;0.7765348772455263
S16;1.9036067797259941;0.7377798981383223
S18;1.7035051036738114;0.707311448598009
S19;0.8949269794734164;1.0
S20;1.6184024215686372;1.0
S22;1.4770708078381947;0.9993480162165596
S24;2.422592350519112;1.0
